page,source_image,profile,psm,processed_image,raw_text,mean_confidence,median_confidence,low_confidence_token_ratio,non_empty_token_count,ground_truth_available,cer,wer,sentence_f1,composite_score,sfs,page_rank,overall_rank
page-2,samples/testing_pages/page-2.png,otsu,12,artifacts/ocr_profiles/page-2/otsu.png,"——
iy he PM
ne
_ yiae
Ep beet. a bes dete
am
et ee
it. Je Earn |
be
tial
ive
L hae to tal
ie ad
| ¥
é
wt or.
die ci. orig
i La ia
}
7
fiw =
rT aa Tal
fa
a
arctdait
a!
ee
—
|
iy
Th i i;
A? AO
aati oa
ie: AS ei
TO!
a
rey
i 4.
a=
. #
ee
—_—_
a",34.46666666666667,33.0,0.8533333333333334,75,True,5.846153846153846,15.0,0.0,0.0,0.0,12,9
page-2,samples/testing_pages/page-2.png,adaptive_line_removal,4,artifacts/ocr_profiles/page-2/adaptive_line_removal.png,"ty yg he eat ute
i ee
ee ws
cos
Tv
__¢ li “4, 1
|
i
oot A ee ie He
Vie
ae
te ge
A
en
ee ee 7
yiee 27
= “f “
1 o& . tye fo ie Be",28.069767441860463,26.0,0.9534883720930233,43,True,3.076923076923077,8.6,0.0,0.0,0.0,8,16
page-2,samples/testing_pages/page-2.png,adaptive_line_removal,6,artifacts/ocr_profiles/page-2/adaptive_line_removal.png,"|
—}-—-— Papp ote be
~thaveebge PE ee
(ip, fio eet et aly Ee
ane hea 1 Cane 2 beth oh Ee Ai -
: et al re ree ee er ee rc |
— Al Che a cle _ al. _ —_—, pale [_——= i 2 ca ee
(oe PREY eee” a et [ie —__——
y | I Sel i Che ic} rye on poe. ——
a get op a a i i i ; Hi wage == f | fe 7 chen NE
ey bao wk y ae pf eS ee at — te
got A i iT r ‘ | ff ra _ oe ne -
=— ee ee rin deed woe a
ite",28.632478632478634,29.0,0.9230769230769231,117,True,9.307692307692308,23.4,0.0,0.0,0.0,14,14
page-2,samples/testing_pages/page-2.png,adaptive_line_removal,11,artifacts/ocr_profiles/page-2/adaptive_line_removal.png,"—_____,
—
———__
)
=--§—— ee
—
}
<I
Wii
al fa i he fei PE
—
PP
Soe pp
Ay
ea fay qT)
fie
Tatts
el, |
—
Se
-—
aos
Se _
[
—
ae
hot We
— -
—_
fe ge
—————
———.
= =
rien
MF on gh La,
>”
ee
_—___—""
oo
|
Lev
dit ye
tr
lin ce cyl
— —
a teem
_—_—_—_—_—_—_—
ciel |
aie “6
——
eee
aa oe
Van
td
“Lert
if
ee
{i
fA
ce
ahs
—_—$——
eon
—_—,
ft ly
fi
—_—
50.
2 tie
_
ff
tr
—
on nf A. Bie. f
ee _—
————_—
——__
a ee | “=
ee
A et by:
et ae
oA
—————
i.
ae bt Togs
__ al i fl
Gh iy
a
ie
—!
BA
A Se
—_—__- o--
ee ee
ee
Tt
|
ee
_ ae
oe
he fear’
Ne. M i
—— >
ue
ad
ee ane
——
——
ry
— re oe
fi oF
ej
oa @
ine ' A jp
Co
VS
it
md i.
es <_-
—— er
TF
_ ee
* Ct)
oe —
be
——! +P
f°
f
we ae
.
on a
Ye
a
Tee
—
wat
e =
= __—
—— ___
ee,
ne |
(i to#4
1
<<
Qe om
“Eee
es
—=-)S—_ =.
erm
——
—
a
an
=
— —_=",30.261802575107296,30.0,0.9184549356223176,233,True,19.025641025641026,46.6,0.0,0.0,0.0,20,20
page-2,samples/testing_pages/page-2.png,adaptive_line_removal,12,artifacts/ocr_profiles/page-2/adaptive_line_removal.png,"—_____,
—
5
aien “é th ‘af Ta ia
“
Pye
|
m
Soe pp
SSS
gee
ek
his eile
o
Se
—
—
eae
i
ji
me te
———.
= =
rien
MF on gh La,
>
eet
— a2.
oo
== 3
sah
Le
lie I
Ma
ms
eer
ard
a teem
wo.
ge
aie “6
—
veal
”
Vie
td
of
Dl Adie
ee
{i
fA
ce
ahs
é—r
> ——
eon
EL
a a
f F A
e/a
BS
a
ie
ae =
i [lee
aad dat =
Le
‘
tr
—S
——
a>
a?
c
yl
iret
fos
ie
—————
ra PA. ‘L. Togeye
ti cn
al
i ae ee ee
i
|
=——— Ee
ss
es
——eee
ee
=
|
ae
ved
|
&
pail
i
|
a""
—— >
I,
F*
ii ‘|
pore
em
fi
—
ae,
——<—S$ ¥sX—Xv—rr—->—-
f
— re oe
_ a
fi oF
— e
ce
;
_
i
'
Cite.
VS
if?
hoe
—— er
i
i
_ ee
* Ct)
os —
‘
f
4?
fy
[fe
ry
f
f
th,
a) 5 — ee ee,
A
it by
T,
:
i
j
wr!
—
wat
—— ___
_
-
Fn oar |
Qe om
i
=
——
—
a",31.766355140186917,32.0,0.8878504672897196,214,True,16.615384615384617,42.8,0.0,0.0,0.0,17,19
page-3,samples/testing_pages/page-3.png,grayscale,4,artifacts/ocr_profiles/page-3/grayscale.png,"Disard eae
CBS ly Tete
pe} Line eens ato perio ee
_— | Lh ELA adeo. OCI OO Shddew
ey ee
: 2 Se GR r ae ee 22
WS l Or e OU
———— de aHiag GC) bfee a6 . i
J ladeg Sia wel a? oH wp early
, =a lac aot you Siad Ja CO _| Jyears ate
7 af is amily Gweate
ie to, s cep aa Ae got Scat od. )
a oof Wik 2 biel ar.
a L b alk we wl0.s Clakching
rt Your Ty eck. Lhe ci
Pt ) bata iT Phe basen. the )oure.
a / Ss, PLE (! j ‘-
[aq ea 6-4 le i is 4) Weil UZ.
bs E we HL, wala ee le ace E va
hs T ag a ate éi
_— bomp amet
a} ently Phe tT RE a Pee
Lhe",32.60958904109589,31.0,0.8493150684931506,146,True,13.128205128205128,29.2,0.0,0.0,0.0,9,3
page-3,samples/testing_pages/page-3.png,grayscale,6,artifacts/ocr_profiles/page-3/grayscale.png,"Str lade
x a Dao a con!
7 ib | ther | Le | | Lasicc, woe Uf #
+ | GE Oia 20 alt EG —
— thea ‘bales Sat y COUTTS
, ——| he gt Garr! i 3 “ ddoc a
N° Soa taAHia Ge apt A i ope Le YOu sy
Ss -_ Lael a vf fea al te early jae!
SiN pies a well) cube bist
i to__ Sleep leet Ses Bee ae
= fp get Be yes Paes gee ge scard ye
TG a EO
| J Lh et Deg: hh eke Va te wore ufZ :
J bed Hea pe gat fhe
im wreaemmeary tladee e Cl ‘i
_ Sa eran Fao told his",31.908333333333335,29.0,0.85,120,True,10.64102564102564,24.0,0.0,0.0,0.0,6,4
page-3,samples/testing_pages/page-3.png,grayscale,11,artifacts/ocr_profiles/page-3/grayscale.png,"om
Digdi74
iClolss 55/2
BES Cher fe 207, /
;
%
Lr fi OUam
ee
ES OUEG ee
y
CC)
Pa
—
GOC 1) ]
Lage ae EE
thea
Veale nr
OCS
aN
A
YA CLO Ce
&
gt
SCAG
at is Bi aad AA
4,
A
Lh, CoA
ne me
pS Ste
——
| dis
ee
Ryiet dd,
Or fr
dicta mag)
© gree
PT
early —
ladeo
Sig cell je
coe (PRO, early,
a
(aye)
wore Cad Jadco
OLS lay
alt CYVOS
es
Se
acl
baba
FAY Eep
U
adeO Gots Scab g
c
oof
Ke
ey ai Ne!
OA)
eee an
out ol
the CAL Lt
‘Laas meee
|
OLE
Pe
Fish
jee
CA or
EE
YA COM eS (7
PE
pee
bere srlf antlhe
Mes
ee
Cte Fi
CLeo
te de.
cL ship
‘at |
:
oe
ae ae
_of ol
te
i
oc4p
(TD Te 8 TANS
old
( a
e|
Cane
Ly
vay same Go Te ae
the
&
Jy,",35.36144578313253,35.0,0.7831325301204819,166,True,15.179487179487179,33.2,0.0,0.0,0.0,16,7
page-3,samples/testing_pages/page-3.png,grayscale,12,artifacts/ocr_profiles/page-3/grayscale.png,"om
Digdi74
iClolss 55/2
BES Cher fe 207, /
%
Lr fi OVan
Lackeo
ES OUEG ee
y
CC)
GOC 1) ]
LO
malle Blow:
thea
alec
KC
aN
A
YA CLO Ce
oem
SCAG
at is Bi aad AA
4,
yes
bore
ne me
pS Ste
——
| dis
Sytter
Ryiet dd,
Or fr
dt QQ LAD)
© gree
“ip be
early —
=
ladeo
Sig cell je
coe (PRO, early,
——— lac
(aye)
wore co ie Be SJXiQgeo
OLS lay
alt CYVOS
es
Se
acl
baba
ae
ko
s Eep
U
adeO Gots Scab g
c
|
ey
_go}
Ke
Ch
OA)
—yooky [z
ra
out ol
the CAL Lt
br igh
them enoe—
|
OLE
Bei
rol
jee
CA or
YA COM eS (7
phe
bere srlf antlhe
hey
eae
Cte Fi
CLeo
—
te ee fe
iD PL ae
cL ship
0” Te a oe
:
ae.
a Cie a
ok a
te
oc4p
(TD Te 8 TANS
old
( a
[FT A A AE SNE crus ee
Cane
Ly
vay same Go Te ae
the
&
Jy,",35.81318681318681,33.5,0.7637362637362637,182,True,16.923076923076923,36.4,0.0,0.0,0.0,18,10
page-3,samples/testing_pages/page-3.png,clahe_median_adaptive,4,artifacts/ocr_profiles/page-3/clahe_median_adaptive.png,"wu Vit
e eyiailell
Lhe ae oul
. ; ee
uf",35.54545454545455,37.0,0.9090909090909091,11,True,0.9743589743589743,2.2,0.0,0.00897435897435898,0.0,1,1
page-3,samples/testing_pages/page-3.png,clahe_median_adaptive,6,artifacts/ocr_profiles/page-3/clahe_median_adaptive.png,"Se aed cl I gollega baly
a [f- ——|agd—aak ppg seadh Tacslee [7 Vaart bape
se TF coos 400 Phe his amily sbate |
ufo dt ro Shep auf Tada gel setd hae
mee “vookube the out 0€ the iladbdy|
fe he thece seclé dak the |
| bemp _ladeo [aa fo d. oS ‘",26.418181818181818,30.0,0.9636363636363636,55,True,5.9743589743589745,11.0,0.0,0.0,0.0,2,6
page-3,samples/testing_pages/page-3.png,clahe_median_adaptive,11,artifacts/ocr_profiles/page-3/clahe_median_adaptive.png,"(GT
— —
=
is
(74
lade
alokeo!
Jecélgec
“265!
p——~é
¥
nF
Lo
‘O0am
AACE
CeO
CCC}
CACM A!
M0 Ly -_celfce |”
Far 0
CLO)
SACI
PACLO Cz?
QO)
Or
AAA!
)
7) 3
fr} cA-
sosister is
Lf
(é
OY
|
OO
\-
ling — ep
-————
{
Af) 1 €
SAN
And bot_
|
yee clad Jadeo [3
(Ei DE
|—
TO
Slee
LED
—
sAN
OO
OA
UZA
u Vt
VW
our
LOT)
iki)
th
Ola latheds!|
LG,
bape be) OLE. e
2
ES Tene
petals _
—___ | CO
""
s | tte
de
CLO SR ce ae
boap_.
ck deo faa Fold his S|
“f
/———— Cai
-—
L
heen
an rk Aaa
a
/
|",35.60162601626016,35.0,0.7967479674796748,123,True,11.461538461538462,24.6,0.0,0.0,0.0,7,13
page-3,samples/testing_pages/page-3.png,clahe_median_adaptive,12,artifacts/ocr_profiles/page-3/clahe_median_adaptive.png,"(GT
=
is
Fj
(74
lade
alokeo!
Jecélgec
LOL,
nF
‘OD
AACE
CeO
CACM A!
CY)
Ye colt
ce
ee
|
VEL
SACI
YVCATLO
QO)
)
7) 3
t
A]
c4-
|
Lf
(é
OY
OO
\-
ling — ep
|
NSs
a
Af) 1 €
SAN
Sia
—
dot ane clad Jado [3
|—
TO
Slee
LED
|
OO
OA
u Vt
VW
.
our
:
LOT)
iki)
th
Vout latheds!|
LG,
bagee OLE. e
2
ES Tene
petals _
s | tte
de
BP
a
boap_.
ear
5
/-——
Cant
-—
L
heen
an rk Aaa
a
/
|",36.05940594059406,36.0,0.7722772277227723,101,True,8.846153846153847,20.2,0.0,0.0,0.0,4,12
page-3,samples/testing_pages/page-3.png,median_adaptive_no_clahe,4,artifacts/ocr_profiles/page-3/median_adaptive_no_clahe.png,"— _(Piete79 laude
= baci s——Taeee ls 2a,
~ IAL 7 am Tle Sigh ep ——
co__) _c
: +. ee _—_ SOW a shkel: [Oc
. 7 ry jee laden — etl —
| as Wi shee
- bis sishen 3 cad coh arc YOU
fe feat lag “PE ently
~ ~ Jae jSeo_Si GE cwel| Pia 10 earl
laad__ook_ DO Sad {tadco |3 OMS. M2
eas B20 O e his aml esate
2___ SEG but fe lode gon lad
+f ——____|_¢ ae ad Gad Wlousz. Gwla Eeliing
~jpi-—__| nants ‘otic tee € Lh Cv ttachoa:
| fpthep—bas a —_kh. _ouse._
a ae ald - tA CLOns Uy cuahs up. _—_
+— | dher Be Deg hae tee tak the
Poor -d thea! Coole = OZ ‘eat $i
Oe (aes [fo was ash LD
ar if 7
oes ee ae TS -
eS 6.00 yt lade. Of OA_ _ tol ld fb! So
TN bam \ i
noe ges aek eck ca ome",32.21951219512195,30.0,0.8536585365853658,164,True,16.53846153846154,32.8,0.0,0.0,0.0,14,15
page-3,samples/testing_pages/page-3.png,median_adaptive_no_clahe,6,artifacts/ocr_profiles/page-3/median_adaptive_no_clahe.png,"Tf At 700am_lacdkeo walle upp
hen Vie dnend be analte collce
P| hea Jacko sow a shdelows _
se , egok_scard he seryed_A LALA
SN devaing_cobbee, JE fe early
a aad—_aot_ yo Sal Teele 17 Facets bape
af 1 co0s_ 8/00 Lhe his acaily cJeata.—
fy to Sleep but Tadeo gok_scard le.
wh of Va “Pre A foal \tiereelstn a
Lp GOL WO. Cae iag.
— a Svoukube the out 6€ the ciadoar
ee on’ ly Thea his Cacrilly woheup.
oo _bhes 7 d__the re sclfé tak lhe
eS peomp—fadeo—raa told hls >",28.27956989247312,28.0,0.8924731182795699,93,True,11.487179487179487,18.6,0.0,0.0,0.0,3,11
page-3,samples/testing_pages/page-3.png,median_adaptive_no_clahe,11,artifacts/ocr_profiles/page-3/median_adaptive_no_clahe.png,"ae
ATI
dade.
git a Deceber
[a2
Y
woe up
At” Tan Tagen
ca___he
ima wee. eo
The son a chal
2 gah scar
coud ABA
T.
x Sher
a ad Wd coh
Orc YO
w)
ae
featieg
“PE
early
Dax Seo _S1a
Pee
cwel| Po) ey
102d
4.00 —_ NOT YOU vad Jadco | 3 OMS Wer
| jh eves a0
eis acALh esate
9S ep — by uk le lode got _Scar¢
lye pad —
was! jg Lelaing..
|
= The ovl oe
hone log:
igh hep bas ag__kh. a _ pause
de ra |
CAL
Ca.
ont b t1olee Uf. _
fe
CA, __
coe
? Dee osele_ pak lhe
——
—___|_ “42.
fe
= OLE AT
—_-
| a
OUTS
ob shsp
“Bod
CEL.
nner
a oo “OM Ode
Cc a Oo faa. Fol ld
_—
Bes
a
—_ bam if
the en
|",33.38513513513514,35.0,0.8648648648648649,148,True,14.256410256410257,29.6,0.0,0.0,0.0,10,17
page-3,samples/testing_pages/page-3.png,median_adaptive_no_clahe,12,artifacts/ocr_profiles/page-3/median_adaptive_no_clahe.png,"—
ATI
lade.
cee SL Jecebete
[ELE »
Y
“CuO by
~ |AtL- Tas Tare
ca__he
éaeat Hasfe—analte—«
CC: ole Ce
adeo sows a Shdtel-
he gah _scar
coud ABA
T.
x Sher
_
a ad Wd coh
Orc YO
w)
featieg
op ;
early
Dax Seo_S1a.
Pee
cwel| Po) ey
‘0G
4.00 —__ 20
VOU vad dadco |3 LOLS life
TE as 80
ears tanh esate
OS ep — by ut _[e lode got_scar¢
0+ te tad
C/E. ig. | ctgcliing..
“TT
oo
ky som = Le puto
a AC (edt Mogi
ap high
iprhcp—bae a LT fraQ.Le. C..—
— _é ol a
CAL
Ca.
ons cua up. _
——
.
| bn ae
ra
? Dee osele_ pak lhe.
——
eet
es ee
(nan
J
fe
= OLE AT
—_-
——__
~~
| ” eee OY me
Ch 1D
eT
_ CL
oY
ne “OM ote
ate a Oo faa. bol Lf
ia
—_ bam f—
the en
=
Leet
)",33.61963190184049,33.0,0.8650306748466258,163,True,15.974358974358974,32.6,0.0,0.0,0.0,13,18
page-3,samples/testing_pages/page-3.png,otsu,4,artifacts/ocr_profiles/page-3/otsu.png,"PSt7d lade e
Class 5 35/2. _ Dee le oe
2O be coen ""fo coe colkee
— : +h EO jade o BUH OK ShAdetwe
= OR, mse he spied GAA
inte eee s a ae Jie sister
a f Orc OU
_——— de ahiag CO flee “9 L. ‘arly
7 Jadeo Sra wel ae OK eLp ecurly
_ an nor you Siad Ja CO | \yours fe
; Lo asuly quéab.
~ Ng fo, s cep UL doo aot scary ~/ hy
pS _gof Vie | ef an
at L b ons aN was Catching
rl Your” V4 oot ck the cunche,
rt | rar Mm Hep baam the house -
_ / >i ae ! (, | -
BE lhet E. Lh , fear Of -
hd H be! H, LN. Tee (é we F Ce
hg iT a Opti fe . a
. oe bomp ""4! ko
Ei ently Fhe got. cul on ps _
Lhe",38.735849056603776,38.0,0.7421383647798742,159,True,14.333333333333334,31.8,0.0,0.0,0.0,12,2
page-3,samples/testing_pages/page-3.png,otsu,6,artifacts/ocr_profiles/page-3/otsu.png,"- Pst Tade
So oti Deceber IG 208""
~ _ . then | be | | lagco Coote Up &
a ) COECOAT » 70 malt EG —
aa then Tadee At . r COMTE
. | Ine got scare! he “ - adeoc, —
faa baba a4 Ce CAI OFC YOU _
_- — Jed J 7 fee /f be early _
420 wie ne well [ cworero oon
i to Sleep but Tae iS kaouly Kea
he | ge Ve i Pad adleQ got slird Ne
) | nb a
; a} Lh el by hh ere le Va GION e op -
ci bed Hy 7 FE pe tal the.
p——-. | ,Domp tladcoe [c Cl -
BR only Prey Gc ran bold his",38.1496062992126,38.0,0.7637795275590551,127,True,11.102564102564102,25.4,0.0,0.0,0.0,8,5
page-3,samples/testing_pages/page-3.png,otsu,11,artifacts/ocr_profiles/page-3/otsu.png,"a
Pst 7d
Cass 5-5/2
Der Cher fo LOA, /
}
|
7
Al / Clan
Tadeo
CHOI 2
|
Cr)
a
ae
CIC OT
‘lo oalve colle
then
ladlec
Ow,
cK
S
A CIO Ce
e
got
SCOIG
e sary wo AA
A
A
Hh, CN
ifs coy
ys os Stem
— =
bis
sy ster
Sar f,
Ar C. ee
—_- dein 110)
Cc an
“9.
early —
Jadeo
Sia cuel| a
cuore vp early
can
are)
mays, gad fad¢to
ONS kee
ft CUIOS,
eC
1S
anu
Coats.
Ss eeip
U
adeo gor Scare
c
oof
(<
41a
ON
pool 7
out 6h
He CAL nbd
Then Fac
cw
QWeE
pl
right
[2
Chor
EI
Y WOW Uf?
BE
2 he
here. sell jal lhe
ree
ee
Citic ‘aa
C/E”
GY side
ce ship
a |
!
Bad
30sec
oF ol
de
a i
omp
COQ Tan.
old
( 'S
E
Cant
LI
ye got. cul on ti me. -
the
&:
Sy",40.163636363636364,40.0,0.7272727272727273,165,True,15.256410256410257,33.0,0.0,0.0,0.0,15,8
page-3,samples/testing_pages/page-3.png,otsu,12,artifacts/ocr_profiles/page-3/otsu.png,"a
Pst 7d
Cass 5-5/2
Der Cher fo LOA, /
7
Al / Gas
lackro
CHOI 2
|
Cr)
CIC OT
7O
matte collee
then
acl
Row
cK
S
A CIO Ce
JS""
SCOIG
e sary wo AA
A
A!
lhea
ifs coy
ys os Stem
— =
bis
SySter
Sar f,
Ar C. ee
de a za)
Cc an
“ip I.
early —
—
Jadeo
Sia cuel| a
cuore vp early
~—_ _ a0
are)
mays, S, ‘lad Jo SAACO
ONS kee
ft CUIOS,
eC
1S
anu
Coats.
[ns
ko
S eeip
U
adeo gor Scare
c
|
rg
_gof
(<
Ch
ON
~youky C,
c
out 6h
He CAL nbd
hr ligt
them ac
cw
QWeE
Bri
rol
[2
Chor
Y WOW Uf?
e bhp
here. sell jal lhe
hey
ON
Citic ‘aa
C/E”
—_
GY fe
CH“ AS
ce ship
AP” a me oa ore
!
Ved
cf 20sec.
(of a
de
omp
COQ Tan.
old
( 'S
FE a A NE SO GE NY ANE ee ee
Cant
LI
ye got. cul on ti me. -
the
&:
Sy",39.076502732240435,38.0,0.7213114754098361,183,True,16.743589743589745,36.6,0.0,0.0,0.0,19,9
page-3,samples/testing_pages/page-3.png,adaptive_line_removal,4,artifacts/ocr_profiles/page-3/adaptive_line_removal.png,"Oss Salt ; - Leeeb ebelE L976"" oa!
4 200. ra? — eit
C1 ASE CeO
cneata-to anlte ¢ oll eC
42 om SACI as [Oc
_—9¢f_sea om rd__h he segpemd AAA
a eee aa tO id coh Onc YOU fo
s a fewiox Ee eae cacly a
a mi —0.0I=_ yO. Poel ae zo [3) OLS 121
fe tat O eo his aml esate
af. 9 cep — but le lode go sad
aT —\ ooku. «the 2% (TG Cvtulac (OG) as__
~ Be ap ky Eth Span hc_} OUSE.__
ne eo he hea his Caoai UY Uy cake up. _
ty A Thee wel za L bh Co
Cte arent _—
- =~.
ye
ee
bed te
ate ees ship
i en et ee 2 O4——— Gi a
old f_h! SD
“i eee “OM —dadg. O Fan_
| kaowly they got ok L, |
aa the bad. -_ ~g CALLAN. |
ee",28.350649350649352,27.0,0.8896103896103896,154,True,14.76923076923077,30.8,0.0,0.0,0.0,11,16
page-3,samples/testing_pages/page-3.png,adaptive_line_removal,6,artifacts/ocr_profiles/page-3/adaptive_line_removal.png,"a ee EE EE
——Tehiscb5i2  — Decebeclo 20%"",
he a nr,
a n__ladeo sow a Shddlows
se egok_scard he seryemd AAA
Sh betaling —c fee. ian ently
os a Tadeo. siad cell I cioletue Goel —~
wale = , add_—_aok. yo Sia Tag 2_ 14 Facets bape
cS — 1 co0s_ 8/00 bhe his acaily cJeata.—
—[.-——___ to Sleep but Tadeo gok_scard le.
2 gor. hk Bad an dt10.i5-lovsalecliing -L
a Svoukube the out 0 the cpiadoar_
pol Beight Nigh thes Dbagea—fhe-house—
Ss ee DP 10 |, Thea his Cacrilly woheup.
ae thes ho J the re sclbé tal fbhe _
a bed Vig leiche —tatak
on pbomp—fadeo—taa fold his",26.054545454545455,25.0,0.9272727272727272,110,True,13.923076923076923,22.0,0.0,0.0,0.0,5,14
page-3,samples/testing_pages/page-3.png,adaptive_line_removal,11,artifacts/ocr_profiles/page-3/adaptive_line_removal.png,"~ ——
—
E
grr ee
Veude.
i
—
a
ws 5S
O=oih
tb <celoet ef
le 265!
SS Oo
=
~_
The Lgl
i
Lae Logica
colle ups
thea
éaeat bo fo Oa
We © see eo
a “ee
SACI a _S
—gek_se ar rd__} speed ADK
_
Aly
oy
si sfer
——_.
~ s—_sislen sind d casbag
Onc YOU __. oe
as
_
———
Pee
cwel| Po) ey
Ete eae aly
a lax Seo Sta
1p earl
———f
OOAd_A01= YOU » Sad Ta eC0 zo /3 OMS MZ
——
Facog E20
e_ his acALh esate
9S ep — by uk le lode got _Scar¢
—
gk te tad
was! Gwla Lelaing..
seas
ku. aT ~hp re oYVv
(TA
eva Mogi
gph kg
Ele as m_k hc cfr. C..—
CAL
Eacat cua up. _
fe
| _ ol 6
| bn ae
ra
? Dee osele_ pak lhe
——
“
ee ee
er
J
fe
= OLEAT
- =e
—_-
———_—_..
t
| OY. oS
ah Ow,
uf. jas a xh) ‘Dp
~—.
—-—_, GCC.
_—
—|_ boa p—fade ote ran.
fold bds_
a
1
—_ bam if
the en
|
—=-
=
a
— _",32.19796954314721,32.0,0.8375634517766497,197,True,18.58974358974359,39.4,0.0,0.0,0.0,20,20
page-3,samples/testing_pages/page-3.png,adaptive_line_removal,12,artifacts/ocr_profiles/page-3/adaptive_line_removal.png,"—
grr ee
Veude.
i
—
le Zant
a
ws 5S
Bapif-
<celoet ef
=
~_
8
fo aes Ta
colle ups
Hea —
éaeat bo fo Oa
We © see eo
“ee
SACI a___Ss
_k_sa ar rd__} e—sepemnd ARK
_
si sfer
——_.
iS sisher -fiad coh
Onc YOU __. oe
|
—=
ee
Pee
cwel| Po) ey
Ete eae aly
a lax Seo Sia
1p earl
OOAd_A01= YOU » Sad Tadlo zo /3 OMS MZ
—
Facog E20
earns tant esate
9S ep — by uk le lode got_scar¢
—
gk te tad
C/E. ig. | celghcling.
Ee
ku. aT ~he ey
wi
CC.
Lh 2 tua Moe.
gph kg
f the p baa A“\__ ble cfr. C..—
—
ol.
CAL
Eacat cua up. _
ee Se
CA, __
ra
? Dee osele_ pak lhe
——
—
ee ee
ne
= OLEAT
—_-
———_—_..
t
Ut. was 2 Shy ‘Dp
BOscc__
~ ~2pb as
OC___ CL.
bom p—jfadeo- Cana.
old his
in ——
re x aa)
bam if
=
=
ey
— _",31.485714285714284,32.0,0.8685714285714285,175,True,17.102564102564102,35.0,0.0,0.0,0.0,17,19
